"period","lifeform","abundance","num_samples"
"2012-07","holoplankton",0.000835035190887753,11
"2012-07","meroplankton",0.00000470837379077211,11
"2012-08","holoplankton",0.000219315687211339,5
"2012-08","meroplankton",0.00000727461910070607,5
"2012-09","holoplankton",0.00000581746031746032,4
"2012-09","meroplankton",0.000000131054131054131,4
"2012-10","holoplankton",0.00000568525301858635,3
"2012-10","meroplankton",0,3
"2012-11","holoplankton",0.00000393408057991391,6
"2012-11","meroplankton",0.0000000307765151515151,6
"2012-12","holoplankton",0.00000581195807011024,4
"2012-12","meroplankton",0,4
"2013-01","holoplankton",0.00000143756967670011,3
"2013-01","meroplankton",0,3
"2013-02","holoplankton",0.00000260197871919909,8
"2013-02","meroplankton",0.0000000833333333333333,8
"2013-03","holoplankton",0.0000039824016563147,2
"2013-03","meroplankton",0,2
"2013-04","holoplankton",0.00000310033444816054,3
"2013-04","meroplankton",0,3
"2013-05","holoplankton",0.0000558333333333334,1
"2013-05","meroplankton",0.000000333333333333333,1
"2013-06","holoplankton",0.000016322187715666,5
"2013-06","meroplankton",0.00000262525879917184,5
"2013-07","holoplankton",0.000011021978021978,4
"2013-07","meroplankton",0.000000148148148148148,4
"2013-08","holoplankton",0.00000656913521261348,5
"2013-08","meroplankton",0.0000000434782608695652,5
"2013-09","holoplankton",0.000011209230061404,5
"2013-09","meroplankton",0,5
"2013-11","holoplankton",0.00000827370777370777,4
"2013-11","meroplankton",0,4
"2013-12","holoplankton",0.00000822836525050163,5
"2013-12","meroplankton",0,5
"2014-03","holoplankton",0.00128085878578947,8
"2014-03","meroplankton",0,8
"2014-04","holoplankton",0.000506772000654447,13
"2014-04","meroplankton",0.000023349460647165,13
"2014-05","holoplankton",0.00522297892550188,3
"2014-05","meroplankton",0.0000568961033742474,3
"2014-06","holoplankton",0.00263901579643007,10
"2014-06","meroplankton",0.0000601618238874553,10
"2014-07","holoplankton",0.00171899939653338,3
"2014-07","meroplankton",0,3
"2014-08","holoplankton",0.000705917992428048,4
"2014-08","meroplankton",0.0000612419829058651,4
"2014-09","holoplankton",0.00104684791443513,1
"2014-09","meroplankton",0,1
"2014-10","holoplankton",0.000951491588565129,3
"2014-10","meroplankton",0.000557955398839558,3
"2014-11","holoplankton",0.00106060856410405,3
"2014-11","meroplankton",0.0000119432053730199,3
"2014-12","holoplankton",0.000238016778148041,5
"2014-12","meroplankton",0.000000663511409612214,5
"2015-02","holoplankton",0.000557907421422023,12
"2015-02","meroplankton",0.00000232947427541071,12
"2015-03","holoplankton",0.00170340153869402,4
"2015-03","meroplankton",0.00000579851275356762,4
"2015-04","holoplankton",0.000882299858728434,4
"2015-04","meroplankton",0.0000752500161835331,4
"2015-05","holoplankton",0.00834407605182624,5
"2015-05","meroplankton",0.000948416107774245,5
"2015-06","holoplankton",0.00609790979490942,13
"2015-06","meroplankton",0.000596644310987914,13
"2015-07","holoplankton",0.00270205279708092,5
"2015-07","meroplankton",0.0000763185830011244,5
"2015-08","holoplankton",0.00197771081677258,5
"2015-08","meroplankton",0.00115091468605397,5
"2015-09","holoplankton",0.0024228863323037,12
"2015-09","meroplankton",0.0000731544572507563,12
"2015-10","holoplankton",0.00176143613832832,5
"2015-10","meroplankton",0.0000301975359933211,5
"2015-11","holoplankton",0.000725564150572035,4
"2015-11","meroplankton",0.00000597160268650993,4
"2015-12","holoplankton",0.000191742314930843,4
"2015-12","meroplankton",0,4
"2016-01","holoplankton",0.000355892041881603,4
"2016-01","meroplankton",0,4
"2016-02","holoplankton",0.000438539225646358,13
"2016-02","meroplankton",0,13
"2016-03","holoplankton",0.00218321306016428,5
"2016-03","meroplankton",0,5
"2016-04","holoplankton",0.000517836481036085,5
"2016-04","meroplankton",0.0000163569986630489,5
"2016-05","holoplankton",0.00669462685327112,5
"2016-05","meroplankton",0.000236832297939859,5
"2016-06","holoplankton",0.00174319315286548,5
"2016-06","meroplankton",0.0000939527717807486,5
